"HOSP_CITY","THCIC_ID","HOSP_NAME","HOSP_REPORTS_WITH_THCIC_ID"
"SWEETWATER","471000","ROLLING PLAINS MEMORIAL HOSPITAL",NA
"TAHOKA","192000","LYNN COUNTY HOSPITAL DISTRICT",NA
"TAYLOR","044000","BAYLOR SCOTT & WHITE MEDICAL CENTER TAYLOR",NA
"TEMPLE","850300","BAYLOR SCOTT & WHITE CONTINUING CARE HOSPITAL",NA
"TEMPLE","537006","BAYLOR SCOTT & WHITE MCLANE CHILDRENS MEDICAL CENTER",NA
"TEMPLE","537000","BAYLOR SCOTT & WHITE MEDICAL CENTER TEMPLE",NA
"TEMPLE","975871","CANYON CREEK BEHAVIORAL HEALTH",NA
"TEMPLE","975390","EVEREST REHABILITATION HOSPITAL TEMPLE",NA
"TEMPLE","537002","SCOTT & WHITE PAVILION",NA
"TEMPLE","976184","TEMPLE REHABILITATION HOSPITAL",NA
"TERRELL","000111","TERRELL STATE HOSPITAL",NA
"TEXARKANA","788001","CHRISTUS ST MICHAEL HEALTH SYSTEM",NA
"TEXARKANA","713001","CHRISTUS ST MICHAEL REHAB HOSPITAL",NA
"TEXARKANA","684000","ENCOMPASS HEALTH REHAB HOSPITAL TEXARKANA",NA
"TEXARKANA","974350","PAM SPECIALTY HOSPITAL OF TEXARKANA NORTH",NA
"TEXARKANA","975837","TEXARKANA EMERGENCY CENTER & HOSPITAL",NA
"TEXARKANA","144000","WADLEY REGIONAL MEDICAL CENTER",NA
"TEXAS CITY","793000","HCA HOUSTON HEALTHCARE MAINLAND",NA
"THE COLONY","975240","THE COLONY ER HOSPITAL THE WOODLANDS",NA
"THE COLONY","975208","HOUSTON METHODIST THE WOODLANDS HOSPITAL",NA
"THE COLONY","615000","MEMORIAL HERMANN THE WOODLANDS MEDICAL CENTER",NA
"THE COLONY","923000","ST LUKES LAKESIDE HOSPITAL",NA
"THE COLONY","793100","ST LUKES THE WOODLANDS HOSPITAL",NA
"THE COLONY","975205","TEXAS CHILDRENS HOSPITAL THE WOODLANDS",NA
"THE COLONY","974150","WOODLANDS SPECIALTY HOSPITAL",NA
"THROCKMORTON","428000","THROCKMORTON COUNTY MEMORIAL HOSPITAL",NA
"TOMBALL","076000","HCA HOUSTON HEALTHCARE TOMBALL",NA
"TOMBALL","976022","LEGENT NORTH HOUSTON SURGICAL HOSPITAL",NA
"TROPHY CLUB","805100","BAYLOR MEDICAL CENTER TROPHY CLUB",NA
"TULIA","273000","SWISHER MEMORIAL HOSPITAL",NA
"TYLER","790200","BAYLOR SCOTT & WHITE TEXAS SPINE & JOINT HOSPITAL",NA
"TYLER","975202","CHRISTUS MOTHER FRANCES HOSPITAL-SOUTH",NA
"TYLER","692000","CHRISTUS TRINITY MOTHER FRANCES REHAB HOSPITAL",NA
"TYLER","286000","CHRISTUS MOTHER FRANCES HOSPITAL TYLER",NA
"TYLER","974560","TYLER CARDIAC AND ENDOVASCULAR SURGERY CENTER",NA
"TYLER","806500","TYLER CONTINUE CARE HOSPITAL",NA
"TYLER","000112","UT HEALTH CENTER-TYLER",NA
"TYLER","975302","UT HEALTH EAST TEXAS LONG TERM ACUTE CARE",NA
"TYLER","975301","UT HEALTH EAST TEXAS REHABILITATION HOSPITAL",NA
"TYLER","975299","UT HEALTH EAST TEXAS TYLER REGIONAL HOSPITAL",NA
"UVALDE","063000","UVALDE MEMORIAL HOSPITAL",NA
"VAN HORN","139000","CULBERSON HOSPITAL",NA
"VERNON","000113","NORTH TEXAS STATE HOSPITAL-VERNON",NA
"VERNON","084000","WILBARGER GENERAL HOSPITAL",NA
"VICTORIA","064000","CITIZENS MEDICAL CENTER",NA
"VICTORIA","453000","DETAR HOSPITAL-NAVARRO",NA
"VICTORIA","453001","DETAR HOSPITAL-NORTH",NA
"VICTORIA","973450","PAM REHAB HOSPITAL OF VICTORIA",NA
"VICTORIA","848100","PAM SPECIALTY HOSPITAL OF VICTORIA NORTH",NA
"VICTORIA","973320","PAM SPECIALTY HOSPITAL OF VICTORIA SOUTH",NA
"VICTORIA","975406","PAM SPECIALTY HOSPITAL OF VICTORIA SOUTHEAST",NA
"WACO","040000","ASCENSION PROVIDENCE",NA
"WACO","736000","ASCENSION PROVIDENCE DEPAUL CENTER",NA
"WACO","506001","BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST",NA
"WACO","975805","OCEANS BEHAVIORAL HOSPITAL OF WACO",NA
"WACO","000117","WACO CENTER FOR YOUTH",NA
"WAXAHACHIE","976172","BAYLOR SCOTT & WHITE HEART AND VASCULAR HOSPITAL WAXAHACHIE",NA
"WAXAHACHIE","285000","BAYLOR SCOTT & WHITE MEDICAL CENTER",NA
"WAXAHACHIE","976163","CLEARSKY REHABILITATION HOSPITAL WAXAHACHIE",NA
"WEATHERFORD","975241","MEDICAL CITY WEATHERFORD-ANDERSON",NA
"WEATHERFORD","975000","WEATHERFORD REHABILITATION HOSPITAL",NA
"WEBSTER","698004","CORNERSTONE SPECIALTY HOSPITALS CLEAR LAKE",NA
"WEBSTER","212000","HCA HOUSTON HEALTHCARE CLEAR LAKE",NA
"WEBSTER","822001","HOUSTON PHYSICIANS HOSPITAL",NA
"WEBSTER","720402","KINDRED HOSPITAL CLEAR LAKE",NA
"WEBSTER","975393","PAM REHABILITATION HOSPITAL CLEAR LAKE NORTH CAMPUS",NA
"WEBSTER","974530","PAM REHABILITATION HOSPITAL OF CLEAR LAKE",NA
"WEBSTER","975354","UTMB CLEAR LAKE HOSPITAL",NA
"WELLINGTON","195000","COLLINGSWORTH GENERAL HOSPITAL",NA
"WESLACO","480000","KNAPP MEDICAL CENTER",NA
"WESLACO","975415","VALLEY BAPTIST MICRO-HOSPITAL WESLACO",NA
"WESLACO","974680","WESLACO REGIONAL REHAB HOSPITAL",NA
"WHARTON","975291","OAKBEND MEDICAL CENTER WHARTON HOSPITAL CAMPUS",NA
"WHEELER","116000","PARKVIEW HOSPITAL",NA
"WICHITA FALLS","685000","ENCOMPASS HEALTH REHAB HOSPITAL WICHITA FALLS",NA
"WICHITA FALLS","975401","KPC PROMISE HOSPITAL OF WICHITA FALLS",NA
"WICHITA FALLS","681400","KELL WEST REGIONAL HOSPITAL",NA
"WICHITA FALLS","000114","NORTH TEXAS STATE HOSPITAL",NA
"WICHITA FALLS","709001","RED RIVER HOSPITAL",NA
"WICHITA FALLS","417000","UNITED REGIONAL HEALTH CARE SYSTEM WINNIE",NA
"WICHITA FALLS","781400","WINNIE COMMUNITY HOSPITAL",NA
"WINNSBORO","446001","CHRISTUS MOTHER FRANCES HOSPITAL WINNSBORO",NA
"WINTERS","151000","NORTH RUNNELS HOSPITAL",NA
"WOODVILLE","569000","TYLER COUNTY HOSPITAL",NA
"YOAKUM","023000","YOAKUM COMMUNITY HOSPITAL EXEMPT FACILITY.",NA
